604	1
605	2
607	2
610	2
613	1
614	1
617	1
618	2
619	2
620	1
621	1
622	1
623	2
626	1
627	2
629	1
630	1
631	2
634	1
635	1
636	1
637	2
641	1
643	1
644	1
646	1
649	1
650	2
653	1
654	1
655	1
664	1
669	2
672	1
675	1
682	1
688	1
696	1
704	2
706	1
711	1
716	1
724	1
725	1
726	1
730	1
732	1
740	1
748	1
756	1
760	1
764	1
768	1
775	1
784	1
786	1
795	1
803	1
813	1
828	1
829	1
832	1
833	1
834	1
837	1
846	1
850	1
867	1
880	1
901	1
912	2
927	1
946	1
961	1
980	1
981	1
982	1
983	1
1035	1
1043	1
1080	1
1096	1
1117	1
1215	1
1248	1
1322	1
1392	1
1606	1
1662	1
1870	1
1935	1
2004	1
2281	1
2409	1
5564	1
9041	1
24674	1
218828	1
